id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,file_path,group_radius,image_url,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,posrot1,posrot10,posrot11,posrot2,posrot3,posrot4,posrot5,posrot6,posrot7,posrot8,posrot9,posrotpepper,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2642891421,0.0,0.0,2.93,1.34,0.0,0.0,3.2,1.222,0.0,0.0,3.13,1.204,0.0,0.0,3.07,1.2890000000000001,0.0,0.0,3.07,1.2890000000000001,3.0,1.3659999999999999,0.0,0.0,3.27,1.389,0.0,0.0,0.0,0.0,3.13,1.36,0,1,0,177.9218,148.8144,196.2705,179.1765,1.159666,1.732925,50.0,1.159666,0.8436681,1.397208,data/screenshots/133_1_0_2_3_0.5537599_1.397208_0_0_1.789364_0.8436681_1.159666_1.732925_179.1765_148.8144_196.2705_177.9218_0_0_0_0_0_1_2_1.159666_0_0_6.png,0.5537599,https://acsdissertation.s3-eu-west-1.amazonaws.com/133_1_0_2_3_0.5537599_1.397208_0_0_1.789364_0.8436681_1.159666_1.732925_179.1765_148.8144_196.2705_177.9218_0_0_0_0_0_1_2_1.159666_0_0_6.png,1,6,0,2,2,3,0,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.9, -0.9, -3.2) (0.0, 0.2, 0.0, -1.0)",_,"(-3.5, -0.9, -2.8) (0.0, -0.5, 0.0, 0.9)","(-4.5, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,"(-5.3, -0.9, -3.2) (0.0, 0.1, 0.0, -1.0)","(-2.8, -0.9, -3.2) (0.0, -0.9, 0.0, -0.5)",0,0,0,0,0,1.789364,133,0,1
2642891422,2.93,1.436,0.0,0.0,2.8,1.327,0.0,0.0,3.07,1.436,0.0,0.0,2.73,1.389,0.0,0.0,2.8,1.376,0.0,0.0,0.0,0.0,2.73,1.389,0.0,0.0,3.67,1.35,2.67,1.3980000000000001,0.0,0.0,1,0,1,332.5403,300.6246,0.9159241,7.9805600000000005,0.9576082,1.342023,50.0,50.0,0.4771665,50.0,data/screenshots/134_0_1_6_0_50_50_0_0_0_0.4771665_0.9576082_1.342023_7.98056_300.6246_0.9159241_332.5403_1_0_1_1_1_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/134_0_1_6_0_50_50_0_0_0_0.4771665_0.9576082_1.342023_7.98056_300.6246_0.9159241_332.5403_1_0_1_1_1_0_0_50_0_0_7.png,0,7,0,0,6,0,0,"(-4.0, -0.9, -2.9) (0.0, 0.4, 0.0, 0.9)",_,_,"(-3.1, -0.9, -2.9) (0.0, 0.0, 0.0, -1.0)","(-4.0, -0.9, -2.1) (0.0, 0.7, 0.0, 0.8)","(-6.2, -0.9, -3.9) (0.0, 0.9, 0.0, 0.4)","(-3.1, -0.9, -2.0) (0.0, 0.9, 0.0, 0.5)","(-4.3, -0.9, -3.8) (0.0, 0.0, 0.0, 1.0)",_,_,_,"(-2.7, -0.9, -2.1) (0.0, -0.7, 0.0, 0.7)",0,1,1,0,0,0.0,134,1,0
2642891423,0.0,0.0,2.67,1.193,0.0,0.0,2.87,1.31,0.0,0.0,2.93,1.389,0.0,0.0,2.8,1.275,0.0,0.0,2.73,1.236,2.8,1.327,0.0,0.0,2.53,1.31,0.0,0.0,0.0,0.0,2.47,1.258,1,0,1,0.0,217.0,337.0,97.00001,0.7582579,0.758258,50.0,50.0,0.7582579,0.0,data/screenshots/135_1_0_6_3_0.758258_0_1_1_0.7469623_0.7582579_0.7582579_0.758258_97.00001_217_337_0_0_0_1_1_1_0_0_50_0_1_7.png,0.758258,https://acsdissertation.s3-eu-west-1.amazonaws.com/135_1_0_6_3_0.758258_0_1_1_0.7469623_0.7582579_0.7582579_0.758258_97.00001_217_337_0_0_0_1_1_1_0_0_50_0_1_7.png,0,7,0,0,6,3,1,"(-4.0, -0.9, -1.7) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.3, -0.9, -2.9) (0.0, -0.5, 0.0, 0.9)","(-4.7, -0.9, -2.9) (0.0, 0.5, 0.0, 0.9)","(-4.9, -0.9, -4.9) (0.0, 0.3, 0.0, 1.0)","(-6.5, -0.9, -4.1) (0.0, 0.8, 0.0, -0.6)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-4.0, -0.9, -2.5) (0.0, 0.2, 0.0, 1.0)",0,1,0,1,1,0.7469623000000001,135,0,1
2642891424,2.87,1.5430000000000001,0.0,0.0,3.07,1.436,0.0,0.0,2.93,1.482,0.0,0.0,2.73,1.482,0.0,0.0,2.93,1.482,0.0,0.0,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,3.67,1.445,2.8,1.4240000000000002,0.0,0.0,0,0,0,46.888659999999994,357.9922,16.11263,181.1952,1.150087,2.249012,3.180614,2.629308,0.6346189,1.8468360000000001,data/screenshots/136_0_1_5_3_0.6986175_1.846836_0_1_0_0.6346189_1.150087_2.249012_181.1952_357.9922_16.11263_46.88866_0_1_1_0_0_0_1_2.629308_1_0_7.png,0.6986175,https://acsdissertation.s3-eu-west-1.amazonaws.com/136_0_1_5_3_0.6986175_1.846836_0_1_0_0.6346189_1.150087_2.249012_181.1952_357.9922_16.11263_46.88866_0_1_1_0_0_0_1_2.629308_1_0_7.png,0,7,1,1,5,3,0,"(-4.0, -0.9, -1.8) (0.0, 1.0, 0.0, 0.0)",_,"(-7.0, -0.9, -0.7) (0.0, 0.8, 0.0, 0.6)","(-3.4, -0.9, -2.8) (0.0, -0.5, 0.0, 0.9)","(-4.6, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)","(-6.1, -0.9, -3.9) (0.0, 0.1, 0.0, 1.0)",_,_,_,_,"(-3.2, -0.9, -2.4) (0.0, 1.0, 0.0, 0.3)","(-5.5, -0.9, -3.5) (0.0, 0.5, 0.0, 0.9)",1,1,0,1,0,0.0,136,1,0
2642891425,0.0,0.0,3.6,1.306,0.0,0.0,2.93,1.181,0.0,0.0,3.67,1.135,0.0,0.0,3.27,0.998,0.0,0.0,2.8,1.166,3.2,1.275,0.0,0.0,3.13,1.36,0.0,0.0,0.0,0.0,2.87,1.4080000000000001,1,0,0,244.5523,190.8791,168.1972,121.6288,3.962475,4.156314,50.0,50.0,1.778884,4.441157,data/screenshots/137_1_0_2_3_0.9282691_4.441157_0_0_2.233784_1.778884_3.962475_4.156314_121.6288_190.8791_168.1972_244.5523_0_0_0_0_1_0_0_50_0_1_5.png,0.9282690999999998,https://acsdissertation.s3-eu-west-1.amazonaws.com/137_1_0_2_3_0.9282691_4.441157_0_0_2.233784_1.778884_3.962475_4.156314_121.6288_190.8791_168.1972_244.5523_0_0_0_0_1_0_0_50_0_1_5.png,0,5,0,0,2,3,1,"(-3.0, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.2, -0.9, -3.5) (0.0, -0.5, 0.0, 0.9)","(-3.8, -0.9, -3.5) (0.0, 0.5, 0.0, 0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-7.1, -0.9, -1.2) (0.0, 0.5, 0.0, -0.8)",0,0,0,0,0,2.233784,137,0,1
2642891426,2.93,1.526,0.0,0.0,3.07,1.482,0.0,0.0,3.07,1.482,0.0,0.0,2.93,1.482,0.0,0.0,3.07,1.482,0.0,0.0,0.0,0.0,3.2,1.641,0.0,0.0,3.27,1.436,2.93,1.652,0.0,0.0,0,0,0,219.4821,54.76428000000001,281.2148,23.180039999999998,1.934928,3.222178,50.0,50.0,1.778761,50.0,data/screenshots/138_0_1_4_0_50_50_0_0_0_1.778761_1.934928_3.222178_23.18004_54.76428_281.2148_219.4821_1_0_0_0_0_0_0_50_0_1_5.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/138_0_1_4_0_50_50_0_0_0_1.778761_1.934928_3.222178_23.18004_54.76428_281.2148_219.4821_1_0_0_0_0_0_0_50_0_1_5.png,0,5,0,0,4,0,1,"(-8.5, -0.9, -0.3) (0.0, 0.1, 0.0, 1.0)",_,_,"(-2.6, -0.9, -3.8) (0.0, 1.0, 0.0, 0.0)","(-2.7, -0.9, -2.8) (0.0, 0.3, 0.0, 0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-4.4, -0.9, -3.2) (-0.2, 0.5, 0.1, 0.9)",0,0,1,0,0,0.0,138,1,0
2642891428,0.0,0.0,2.87,1.5430000000000001,0.0,0.0,2.93,1.482,0.0,0.0,3.0,1.506,0.0,0.0,2.73,1.389,0.0,0.0,2.93,1.526,3.07,1.526,0.0,0.0,2.8,1.558,0.0,0.0,0.0,0.0,2.8,1.558,0,0,0,298.5357,168.3966,357.8927,20.77042,0.6957451,0.8966924000000001,50.0,50.0,0.5048603,50.0,data/screenshots/140_1_0_3_0_50_50_0_0_1.304393_0.5048603_0.6957451_0.8966924_20.77042_168.3966_357.8927_298.5357_1_0_1_0_0_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/140_1_0_3_0_50_50_0_0_1.304393_0.5048603_0.6957451_0.8966924_20.77042_168.3966_357.8927_298.5357_1_0_1_0_0_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-2.8, -0.9, -2.5) (0.0, 0.8, 0.0, -0.6)",_,_,"(-3.0, -0.9, -2.1) (0.0, 0.9, 0.0, -0.5)","(-2.8, -0.9, -3.6) (0.0, 0.6, 0.0, -0.8)",_,_,_,_,_,_,"(-3.0, -0.9, -3.0) (0.0, 0.0, 0.0, 1.0)",0,1,1,0,0,1.3043930000000001,140,0,1
2642891429,3.73,1.482,0.0,0.0,3.4,1.625,0.0,0.0,3.4,1.625,0.0,0.0,3.67,1.535,0.0,0.0,3.4,1.625,0.0,0.0,0.0,0.0,3.8,1.47,0.0,0.0,2.6,1.625,3.53,1.5859999999999999,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,data/screenshots/141_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/141_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,"(-2.8, -0.9, -3.1) (0.0, 1.0, 0.0, 0.1)",0,0,0,0,0,0.0,141,1,0
2642891430,3.27,1.692,0.0,0.0,3.27,1.692,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.27,1.692,0.0,0.0,3.2,1.641,0.0,0.0,0.0,0.0,3.67,1.578,0.0,0.0,2.47,1.821,3.4,1.665,0.0,0.0,0,0,1,324.3499,184.1288,173.1336,108.3686,3.5874550000000003,3.742403,50.0,50.0,3.378967,4.132518,data/screenshots/142_0_1_6_5_0.6115904_4.132518_0_0_0_3.378967_3.587455_3.742403_108.3686_184.1288_173.1336_324.3499_0_0_0_1_0_0_0_50_0_0_7.png,0.6115904000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/142_0_1_6_5_0.6115904_4.132518_0_0_0_3.378967_3.587455_3.742403_108.3686_184.1288_173.1336_324.3499_0_0_0_1_0_0_0_50_0_0_7.png,0,7,0,0,6,5,0,"(-3.0, -0.9, -2.4) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.4, -0.9, -2.8) (0.0, -0.8, 0.0, 0.6)","(-2.6, -0.9, -3.5) (0.0, -0.3, 0.0, 1.0)","(-3.4, -0.9, -3.5) (0.0, 0.3, 0.0, 1.0)","(-3.6, -0.9, -2.8) (0.0, 0.8, 0.0, 0.6)","(-7.2, -0.9, -1.7) (0.0, 1.0, 0.0, -0.2)",_,_,_,"(-6.6, -0.9, -5.0) (0.0, 0.9, 0.0, -0.5)",0,0,0,0,0,0.0,142,1,0
2642891431,0.0,0.0,3.13,1.147,0.0,0.0,3.2,1.166,0.0,0.0,3.47,1.024,0.0,0.0,3.4,1.2,0.0,0.0,3.2,1.376,2.87,1.36,0.0,0.0,3.07,1.34,0.0,0.0,0.0,0.0,2.8,1.327,0,0,0,208.8151,161.6292,198.2928,189.2557,2.180279,2.760664,50.0,50.0,1.804254,2.5975639999999998,data/screenshots/143_1_0_6_5_0.8668211_2.597564_0_0_2.813131_1.804254_2.180279_2.760664_189.2557_161.6292_198.2928_208.8151_0_0_0_0_0_0_0_50_0_0_7.png,0.8668210999999999,https://acsdissertation.s3-eu-west-1.amazonaws.com/143_1_0_6_5_0.8668211_2.597564_0_0_2.813131_1.804254_2.180279_2.760664_189.2557_161.6292_198.2928_208.8151_0_0_0_0_0_0_0_50_0_0_7.png,1,7,0,0,6,5,0,"(-3.0, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.2, -0.9, -2.7) (0.0, -0.8, 0.0, 0.6)","(-2.5, -0.9, -3.7) (0.0, -0.3, 0.0, 1.0)","(-3.5, -0.9, -3.7) (0.0, 0.3, 0.0, 1.0)","(-3.8, -0.9, -2.7) (0.0, 0.8, 0.0, 0.6)","(-8.0, -0.9, -1.6) (0.0, 0.7, 0.0, -0.8)",_,_,_,"(-5.1, -0.9, -4.5) (0.0, 0.9, 0.0, -0.5)",0,0,0,0,0,2.8131310000000003,143,0,1
2642891434,0.0,0.0,3.67,1.35,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.53,1.5,3.53,1.6280000000000001,0.0,0.0,3.8,1.514,0.0,0.0,0.0,0.0,3.8,1.514,0,0,0,93.45306,303.1203,28.01465,4.187805,3.095618,3.3715559999999996,50.0,50.0,1.7035919999999998,50.0,data/screenshots/146_1_0_5_0_50_50_0_0_1.78818_1.703592_3.095618_3.371556_4.187805_303.1203_28.01465_93.45306_1_0_1_0_0_0_0_50_0_2_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/146_1_0_5_0_50_50_0_0_1.78818_1.703592_3.095618_3.371556_4.187805_303.1203_28.01465_93.45306_1_0_1_0_0_0_0_50_0_2_6.png,0,6,0,0,5,0,2,"(-7.2, -0.9, -1.5) (0.0, 0.9, 0.0, -0.5)",_,_,"(-7.6, -0.9, -2.3) (0.0, 1.0, 0.0, 0.3)","(-6.5, -0.9, -4.5) (0.0, 0.3, 0.0, -1.0)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,"(-3.8, -0.9, -3.0) (0.0, -0.5, 0.0, 0.9)",0,1,1,0,0,1.7881799999999999,146,0,1
2642891435,2.53,1.5,0.0,0.0,3.2,1.47,0.0,0.0,3.07,1.482,0.0,0.0,2.8,1.47,0.0,0.0,3.13,1.454,0.0,0.0,0.0,0.0,3.07,1.482,0.0,0.0,3.8,1.376,2.8,1.47,0.0,0.0,1,1,1,0.0,17.0,107.0,287.0,0.7339939,0.7339939999999999,50.0,4.062857,0.7339935000000001,0.0,data/screenshots/147_0_1_6_4_0.7339939_0_1_1_0_0.7339935_0.7339939_0.733994_287_17_107_0_0_1_0_1_1_1_1_4.062857_0_0_7.png,0.7339939,https://acsdissertation.s3-eu-west-1.amazonaws.com/147_0_1_6_4_0.7339939_0_1_1_0_0.7339935_0.7339939_0.733994_287_17_107_0_0_1_0_1_1_1_1_4.062857_0_0_7.png,0,7,0,1,6,4,0,"(-7.5, -0.9, -0.8) (0.0, 1.0, 0.0, 0.0)",_,_,"(-6.8, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.2) (0.0, 0.0, 0.0, 1.0)","(-8.2, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-3.2, -0.9, -2.1) (0.0, 1.0, 0.0, -0.1)",_,_,_,"(-5.3, -0.9, -4.9) (0.0, 0.9, 0.0, -0.3)","(-7.5, -0.9, -1.5) (0.0, 0.1, 0.0, -1.0)",1,0,0,1,1,0.0,147,1,0
2642891436,0.0,0.0,3.13,1.4080000000000001,0.0,0.0,3.27,1.34,0.0,0.0,3.13,1.31,0.0,0.0,3.13,1.36,0.0,0.0,3.13,1.36,3.33,1.445,0.0,0.0,3.33,1.445,0.0,0.0,0.0,0.0,3.2,1.4240000000000002,0,0,0,293.2942,145.9659,140.3689,176.2942,3.541238,3.9962739999999997,50.0,50.0,0.9349091,50.0,data/screenshots/148_1_0_6_0_50_50_1_0_0.9932284_0.9349091_3.541238_3.996274_176.2942_145.9659_140.3689_293.2942_0_0_0_0_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/148_1_0_6_0_50_50_1_0_0.9932284_0.9349091_3.541238_3.996274_176.2942_145.9659_140.3689_293.2942_0_0_0_0_0_0_0_50_0_0_7.png,0,7,0,0,6,0,0,"(-4.3, -0.9, -0.8) (0.0, 0.9, 0.0, 0.4)",_,_,"(-3.8, -0.9, -1.2) (0.0, 1.0, 0.0, -0.1)","(-3.2, -0.9, -3.0) (0.0, 0.9, 0.0, 0.3)","(-3.0, -0.9, -2.5) (0.0, 0.6, 0.0, -0.8)","(-5.2, -0.9, -5.0) (0.0, 0.2, 0.0, -1.0)","(-7.9, -0.9, -1.2) (0.0, 0.2, 0.0, -1.0)",_,_,_,"(-6.1, -0.9, -5.0) (0.0, -0.7, 0.0, 0.7)",0,0,0,0,1,0.9932284,148,0,1
2642891437,0.0,0.0,2.8,1.47,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,2.8,1.47,0.0,0.0,2.53,1.4080000000000001,2.67,1.4909999999999999,0.0,0.0,2.47,1.454,0.0,0.0,0.0,0.0,2.33,1.35,0,0,1,0.0,307.0,187.0,67.0,0.7078501,0.7078502,50.0,50.0,0.70785,0.0,data/screenshots/149_1_0_4_3_0.7078502_0_1_1_0.8226438_0.70785_0.7078501_0.7078502_67_307_187_0_0_0_0_1_0_0_0_50_0_0_5.png,0.7078502,https://acsdissertation.s3-eu-west-1.amazonaws.com/149_1_0_4_3_0.7078502_0_1_1_0.8226438_0.70785_0.7078501_0.7078502_67_307_187_0_0_0_0_1_0_0_0_50_0_0_5.png,0,5,0,0,4,3,0,"(-7.5, -0.9, -0.8) (0.0, 1.0, 0.0, 0.0)",_,_,"(-6.9, -0.9, -1.9) (0.0, -0.5, 0.0, 0.9)","(-8.1, -0.9, -1.9) (0.0, 0.5, 0.0, 0.9)","(-4.3, -0.9, -1.8) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,"(-7.5, -0.9, -1.5) (0.0, 1.0, 0.0, 0.1)",0,0,0,1,1,0.8226438,149,0,1
2648829172,0.0,0.0,3.73,1.389,0.0,0.0,2.73,1.611,0.0,0.0,2.53,1.6280000000000001,0.0,0.0,2.67,1.619,0.0,0.0,2.73,1.692,2.6,1.665,0.0,0.0,2.2,1.47,0.0,0.0,0.0,0.0,2.67,1.578,0,0,0,233.9413,190.03900000000002,284.4183,174.9413,1.840798,2.21492,2.855697,50.0,0.7805883000000001,50.0,data/screenshots/150_1_0_5_0_50_50_0_0_1.679717_0.7805883_1.840798_2.21492_174.9413_190.039_284.4183_233.9413_0_0_0_0_0_0_0_50_1_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/150_1_0_5_0_50_50_0_0_1.679717_0.7805883_1.840798_2.21492_174.9413_190.039_284.4183_233.9413_0_0_0_0_0_0_0_50_1_0_7.png,1,7,1,0,5,0,0,"(-3.1, -0.9, -3.1) (0.0, 0.5, 0.0, -0.8)",_,"(-2.7, -0.9, -2.4) (0.0, 1.0, 0.0, -0.1)","(-2.9, -0.9, -3.6) (0.0, 0.1, 0.0, -1.0)","(-5.9, -0.9, -4.9) (0.0, 0.4, 0.0, 0.9)","(-7.7, -0.9, -2.5) (0.0, 0.3, 0.0, -1.0)","(-5.5, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5)",_,_,_,_,"(-5.5, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)",0,0,0,0,0,1.679717,150,0,1
2648829173,2.07,1.2890000000000001,0.0,0.0,2.13,1.204,0.0,0.0,2.13,1.31,0.0,0.0,2.07,1.181,0.0,0.0,2.2,1.327,0.0,0.0,0.0,0.0,2.0,1.155,0.0,0.0,2.53,1.454,2.27,1.34,0.0,0.0,1,0,0,261.0885,108.43799999999999,256.125,352.1472,1.285768,3.3258769999999998,50.0,50.0,0.4938576,50.0,data/screenshots/151_0_1_3_0_50_50_0_0_0_0.4938576_1.285768_3.325877_352.1472_108.438_256.125_261.0885_1_0_0_0_1_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/151_0_1_3_0_50_50_0_0_0_0.4938576_1.285768_3.325877_352.1472_108.438_256.125_261.0885_1_0_0_0_1_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-7.2, -0.9, -2.4) (0.0, 0.7, 0.0, 0.7)",_,_,"(-4.2, -0.9, -0.8) (0.0, 1.0, 0.0, -0.1)","(-8.6, -0.9, -1.6) (0.0, 0.5, 0.0, 0.8)",_,_,_,_,_,_,"(-7.3, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)",0,0,1,0,0,0.0,151,1,0
2648829174,2.47,1.6680000000000001,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.665,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.665,0.0,0.0,0.0,0.0,2.33,1.578,0.0,0.0,2.33,1.578,2.4,1.665,0.0,0.0,0,0,0,267.7946,70.36343000000001,36.867979999999996,317.4153,1.053341,4.260739,50.0,50.0,0.9473286,50.0,data/screenshots/152_0_1_4_0_50_50_0_0_0_0.9473286_1.053341_4.260739_317.4153_70.36343_36.86798_267.7946_0_0_1_0_0_0_0_50_0_1_5.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/152_0_1_4_0_50_50_0_0_0_0.9473286_1.053341_4.260739_317.4153_70.36343_36.86798_267.7946_0_0_1_0_0_0_0_50_0_1_5.png,0,5,0,0,4,0,1,"(-3.1, -0.9, -2.5) (0.0, 0.9, 0.0, 0.5)",_,_,"(-3.8, -0.9, -4.0) (0.0, 1.0, 0.0, 0.2)","(-8.4, -0.9, -1.3) (0.0, 0.9, 0.0, -0.4)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-3.0, -0.9, -3.5) (0.0, -0.6, 0.0, 0.8)",0,1,0,0,0,0.0,152,1,0
2648829175,0.0,0.0,3.47,1.784,0.0,0.0,3.4,1.855,0.0,0.0,3.4,1.855,0.0,0.0,3.47,1.784,0.0,0.0,3.47,1.784,3.53,1.821,0.0,0.0,3.6,1.744,0.0,0.0,0.0,0.0,3.6,1.744,0,0,0,102.6956,1000.0,1000.0,5.448273,50.0,50.0,50.0,50.0,4.479825,50.0,data/screenshots/153_1_0_1_0_50_50_0_0_2.47594_4.479825_50_50_5.448273_1000_1000_102.6956_1_0_0_0_0_0_0_50_0_0_2.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/153_1_0_1_0_50_50_0_0_2.47594_4.479825_50_50_5.448273_1000_1000_102.6956_1_0_0_0_0_0_0_50_0_0_2.png,0,2,0,0,1,0,0,"(-8.4, -0.9, -1.2) (0.0, 0.4, 0.0, 0.9)",_,_,_,_,_,_,_,_,_,_,"(-5.9, -0.9, -4.9) (-0.1, -0.3, 0.0, 0.9)",0,0,1,0,0,2.47594,153,0,1
2648829176,0.0,0.0,3.07,1.806,0.0,0.0,2.87,1.893,0.0,0.0,3.0,1.8969999999999998,0.0,0.0,2.93,1.879,0.0,0.0,2.87,1.893,2.87,1.893,0.0,0.0,2.87,1.893,0.0,0.0,0.0,0.0,3.07,1.8430000000000002,0,0,1,19.93231,0.5780029000000001,1000.0,52.23672,3.916807,50.0,50.0,50.0,3.0954900000000003,50.0,data/screenshots/154_1_0_2_0_50_50_0_0_2.14182_3.09549_3.916807_50_52.23672_0.5780029_1000_19.93231_0_1_0_1_0_0_0_50_0_0_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/154_1_0_2_0_50_50_0_0_2.14182_3.09549_3.916807_50_52.23672_0.5780029_1000_19.93231_0_1_0_1_0_0_0_50_0_0_3.png,0,3,0,0,2,0,0,"(-7.3, -0.9, -0.7) (0.0, 0.7, 0.0, -0.7)",_,_,"(-4.2, -0.9, -1.0) (0.0, 1.0, 0.0, 0.0)",_,_,_,_,_,_,_,"(-5.1, -0.9, -4.0) (0.0, -0.3, 0.0, 1.0)",1,0,0,0,0,2.14182,154,0,1
