Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Robot facing 2nd closest human?,Robot facing 3rd closest human?,Closest human facing robot?,2nd closest human facing robot?,3d closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,PosRot1,PosRot2,PosRot3,PosRot4,PosRot5,PosRot6,PosRot7,PosRot8,PosRot9,PosRot10,PosRot11,PosRotPepper,
509,data/screenshots/509_1_0_4_0_50_50_1_0_0.560052_0.4226231_2.385973_3.840204_135.8786_354.8299_47.95178_221.7554_0_1_0_0_1_0_0_50_0_1_5.png,1,0,4,0,50,50,1,0,0.560052,0.4226231,2.385973,3.840204,135.8786,354.8299,47.95178,221.7554,0,1,0,0,1,0,0,50,0,50,1,0,5,"(-7.2, -0.9, -2.4) (0.0, 0.4, 0.0, -0.9)","(-2.9, -0.9, -2.8) (0.0, 0.0, 0.0, 1.0)","(-5.5, -0.9, -3.3) (0.0, 0.8, 0.0, 0.6)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-3.2, -0.9, -3.1) (0.0, -0.7, 0.0, 0.7)",
510,data/screenshots/510_1_0_6_4_0.7440147_0_1_1_1.844514_0.7440147_0.7440147_0.7440147_11_101_191_0_1_0_0_1_1_1_0_50_0_0_7.png,1,0,6,4,0.7440147,0,1,1,1.844514,0.7440147,0.7440147,0.7440147,11,101,191,0,1,0,0,1,1,1,0,50,0,50,0,0,7,"(-7.5, -0.9, -0.8) (0.0, 1.0, 0.0, 0.0)","(-6.8, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.2) (0.0, 0.0, 0.0, 1.0)","(-8.2, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-5.3, -0.9, -3.2) (0.0, 0.6, 0.0, 0.8)","(-4.1, -0.9, -4.1) (0.0, 0.2, 0.0, 1.0)",_,_,_,_,_,"(-7.5, -0.9, -1.5) (0.0, 0.1, 0.0, -1.0)",
511,data/screenshots/511_1_0_5_0_50_50_1_0_1.481071_0.5071348_0.6219866_0.9472469_210.4_305.3746_46.46802_300.4_0_0_0_0_1_0_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.481071,0.5071348,0.6219866,0.9472469,210.4,305.3746,46.46802,300.4,0,0,0,0,1,0,0,50,0,50,0,0,6,"(-3.9, -0.9, -3.3) (0.0, 0.2, 0.0, 1.0)","(-4.1, -0.9, -2.2) (0.0, 0.8, 0.0, 0.6)","(-4.4, -0.9, -1.4) (0.0, 0.8, 0.0, -0.6)","(-2.7, -0.9, -3.0) (0.0, 0.3, 0.0, 1.0)","(-2.9, -0.9, -2.3) (0.0, 0.7, 0.0, -0.7)",_,_,_,_,_,_,"(-3.2, -0.9, -2.7) (0.0, 1.0, 0.0, 0.0)",
512,data/screenshots/512_0_1_7_5_0.6013459_4.184119_0_1_0_1.496946_3.632285_3.789912_298.3643_356.4876_334.1517_154.7689_0_1_1_0_0_0_0_50_0_1_8.png,0,1,7,5,0.6013459,4.184119,0,1,0,1.496946,3.632285,3.789912,298.3643,356.4876,334.1517,154.7689,0,1,1,0,0,0,0,50,0,50,1,0,8,"(-5.5, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0)","(-4.9, -0.9, -3.8) (0.0, -0.8, 0.0, 0.6)","(-5.1, -0.9, -4.5) (0.0, -0.3, 0.0, 1.0)","(-5.9, -0.9, -4.5) (0.0, 0.3, 0.0, 1.0)","(-6.1, -0.9, -3.8) (0.0, 0.8, 0.0, 0.6)","(-4.3, -0.9, -2.7) (0.0, 0.3, 0.0, 0.9)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-7.0, -0.9, -0.1) (0.0, 1.0, 0.0, 0.2)",
513,data/screenshots/513_0_1_1_5_0.8116938_2.906962_0_1_0_2.097303_2.717321_2.814855_358.667_16.14258_343.7931_175.2208_1_1_1_0_0_0_0_50_0_1_7.png,0,1,1,5,0.8116938,2.906962,0,1,0,2.097303,2.717321,2.814855,358.667,16.14258,343.7931,175.2208,1,1,1,0,0,0,0,50,0,50,1,1,7,"(-7.5, -0.9, -0.7) (0.0, 1.0, 0.0, 0.0)","(-6.7, -0.9, -1.2) (0.0, -0.8, 0.0, 0.6)","(-7.0, -0.9, -2.2) (0.0, -0.3, 0.0, 1.0)","(-8.0, -0.9, -2.2) (0.0, 0.3, 0.0, 1.0)","(-8.3, -0.9, -1.2) (0.0, 0.8, 0.0, 0.6)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-5.7, -0.9, -3.7) (0.0, -0.3, 0.0, 0.9)",
514,data/screenshots/514_0_1_3_0_50_50_0_0_0_0.6402987_1.227593_2.819726_60.18747_70.09744_306.5773_285.5343_0_0_0_0_0_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,0.6402987,1.227593,2.819726,60.18747,70.09744,306.5773,285.5343,0,0,0,0,0,0,0,50,0,50,0,0,4,"(-5.9, -0.9, -4.5) (0.0, 0.1, 0.0, 1.0)","(-3.2, -0.9, -3.0) (0.0, 0.8, 0.0, -0.6)","(-2.9, -0.9, -2.4) (0.0, 0.8, 0.0, 0.6)",_,_,_,_,_,_,_,_,"(-3.2, -0.9, -3.6) (0.0, -0.5, 0.0, 0.9)",
515,data/screenshots/515_1_0_0_0_50_50_0_0_0.9713762_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,1,0,0,0,50,50,0,0,0.9713762,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,1,1,_,_,_,_,_,_,_,_,_,_,_,"(-7.9, -0.9, -1.5) (0.0, 0.1, 0.0, 1.0)",
516,data/screenshots/516_1_0_1_0_50_50_0_0_1.366893_1.774615_50_50_236.1661_1000_1000_324.6104_0_0_0_1_0_0_0_50_0_0_2.png,1,0,1,0,50,50,0,0,1.366893,1.774615,50,50,236.1661,1000,1000,324.6104,0,0,0,1,0,0,0,50,0,50,0,0,2,"(-4.4, -0.9, -4.4) (0.0, 0.8, 0.0, 0.6)",_,_,_,_,_,_,_,_,_,_,"(-2.8, -0.9, -3.8) (0.0, 0.1, 0.0, 1.0)",
517,data/screenshots/517_1_0_4_0_50_50_0_0_0.8436249_2.368999_2.606422_3.556421_265.2029_304.7016_36.22632_155.8133_0_0_1_0_0_0_0_50_0_0_5.png,1,0,4,0,50,50,0,0,0.8436249,2.368999,2.606422,3.556421,265.2029,304.7016,36.22632,155.8133,0,0,1,0,0,0,0,50,0,50,0,0,5,"(-4.9, -0.9, -4.1) (0.0, 0.9, 0.0, -0.4)","(-3.2, -0.9, -3.7) (0.0, 1.0, 0.0, 0.0)","(-7.6, -0.9, -0.5) (0.0, 0.2, 0.0, -1.0)","(-7.8, -0.9, -1.5) (0.0, 1.0, 0.0, 0.2)",_,_,_,_,_,_,_,"(-4.2, -0.9, -1.5) (0.0, -0.8, 0.0, 0.6)",
518,data/screenshots/518_0_1_3_0_50_50_0_0_0_1.734468_2.611572_3.079412_342.3563_231.8515_329.9997_345.6881_1_0_1_1_0_0_1_2.611572_0_1_4.png,0,1,3,0,50,50,0,0,0,1.734468,2.611572,3.079412,342.3563,231.8515,329.9997,345.6881,1,0,1,1,0,0,1,2.611572,0,50,1,0,4,"(-7.1, -0.9, -0.9) (0.0, 0.0, 0.0, 1.0)",_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,"(-3.1, -0.9, -2.7) (0.0, 0.1, 0.0, -1.0)",_,_,"(-4.1, -0.9, -0.2) (0.0, -0.6, 0.0, 0.8)",
519,data/screenshots/519_0_1_4_3_0.9004577_4.469312_0_0_0_0.9801277_3.606264_4.784419_166.9951_176.3337_190.4662_13.15653_0_0_0_1_0_1_0_50_0_0_5.png,0,1,4,3,0.9004577,4.469312,0,0,0,0.9801277,3.606264,4.784419,166.9951,176.3337,190.4662,13.15653,0,0,0,1,0,1,0,50,0,50,0,0,5,"(-7.5, -0.9, -0.6) (0.0, 1.0, 0.0, 0.0)","(-6.7, -0.9, -2.0) (0.0, -0.5, 0.0, 0.9)","(-8.3, -0.9, -2.0) (0.0, 0.5, 0.0, 0.9)","(-4.2, -0.9, -2.6) (0.0, 0.6, 0.0, 0.8)",_,_,_,_,_,_,_,"(-3.2, -0.9, -2.7) (0.0, -0.8, 0.0, -0.6)",
520,data/screenshots/520_1_0_6_0_50_50_0_0_1.242037_2.464623_4.115704_4.151886_212.78_227.1965_161.0794_4.936554_0_0_0_1_1_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,1.242037,2.464623,4.115704,4.151886,212.78,227.1965,161.0794,4.936554,0,0,0,1,1,0,0,50,0,50,0,0,7,"(-6.1, -0.9, -3.2) (0.0, 0.5, 0.0, -0.9)","(-4.2, -0.9, -0.6) (0.0, 0.3, 0.0, -1.0)","(-5.5, -0.9, -4.9) (0.0, 0.3, 0.0, -0.9)","(-3.8, -0.9, -2.6) (0.0, 0.7, 0.0, 0.7)","(-2.9, -0.9, -2.3) (0.0, 0.0, 0.0, -1.0)","(-3.0, -0.9, -3.7) (0.0, 1.0, 0.0, -0.3)",_,_,_,_,_,"(-8.1, -0.9, -1.8) (0.0, -0.7, 0.0, 0.7)",
521,data/screenshots/521_1_0_5_4_0.6108031_0_1_1_1.427832_0.6108031_0.6108031_0.6108031_184_274_4_0_0_0_1_1_1_1_0_50_0_0_6.png,1,0,5,4,0.6108031,0,1,1,1.427832,0.6108031,0.6108031,0.6108031,184,274,4,0,0,0,1,1,1,1,0,50,0,50,0,0,6,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)","(-4.8, -0.9, -4.9) (0.0, 1.0, 0.0, 0.2)",_,_,_,_,_,_,"(-4.0, -0.9, -2.5) (0.0, 1.0, 0.0, 0.0)",
522,data/screenshots/522_1_0_2_4_0.9628377_0_1_1_2.914505_0.9628377_0.9628377_0.9628377_106_196_286_0_0_0_0_1_1_1_0_50_1_2_8.png,1,0,2,4,0.9628377,0,1,1,2.914505,0.9628377,0.9628377,0.9628377,106,196,286,0,0,0,0,1,1,1,0,50,1,1.701729,2,0,8,"(-3.0, -0.9, -2.0) (0.0, 1.0, 0.0, 0.0)","(-2.0, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -4.0) (0.0, 0.0, 0.0, 1.0)","(-4.0, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,"(-3.8, -0.9, -1.5) (0.0, 1.0, 0.0, 0.2)","(-3.0, -0.9, -3.0) (0.0, 0.8, 0.0, -0.6)",
523,data/screenshots/523_1_0_3_0_50_50_1_0_1.810546_2.113771_2.55795_3.175158_141.0622_270.6113_304.5924_20.06216_0_0_0_1_0_0_0_50_0_0_4.png,1,0,3,0,50,50,1,0,1.810546,2.113771,2.55795,3.175158,141.0622,270.6113,304.5924,20.06216,0,0,0,1,0,0,0,50,0,50,0,0,4,"(-4.4, -0.9, -1.7) (0.0, 1.0, 0.0, 0.3)","(-8.3, -0.9, -0.1) (0.0, 0.9, 0.0, 0.5)","(-4.4, -0.9, -3.5) (0.0, 0.6, 0.0, 0.8)",_,_,_,_,_,_,_,_,"(-7.0, -0.9, -1.7) (0.0, 1.0, 0.0, 0.0)",
524,data/screenshots/524_1_0_6_0_50_50_1_0_0.7414659_1.285857_1.843059_2.520389_194.9889_358.2045_342.0826_353.5814_0_1_1_1_0_1_0_50_1_0_8.png,1,0,6,0,50,50,1,0,0.7414659,1.285857,1.843059,2.520389,194.9889,358.2045,342.0826,353.5814,0,1,1,1,0,1,0,50,1,4.490855,0,0,8,"(-3.2, -0.9, -2.6) (0.0, 0.8, 0.0, 0.6)","(-4.9, -0.9, -3.0) (0.0, 0.7, 0.0, -0.7)","(-2.8, -0.9, -3.3) (0.0, 0.6, 0.0, -0.8)","(-5.4, -0.9, -4.4) (0.0, 1.0, 0.0, -0.3)","(-8.2, -0.9, -1.3) (0.0, 1.0, 0.0, 0.3)","(-5.8, -0.9, -3.3) (0.0, 0.1, 0.0, -1.0)",_,_,_,_,"(-3.2, -0.9, -4.0) (0.0, 0.5, 0.0, -0.8)","(-7.3, -0.9, -2.3) (0.0, 0.9, 0.0, 0.5)",
525,data/screenshots/525_0_1_3_0_50_50_1_0_0_0.6722708_1.79663_3.380664_245.1484_183.8172_148.0422_344.9453_0_0_0_1_1_0_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.6722708,1.79663,3.380664,245.1484,183.8172,148.0422,344.9453,0,0,0,1,1,0,0,50,0,50,0,0,4,"(-6.3, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5)","(-2.8, -0.9, -3.2) (0.0, 1.0, 0.0, -0.2)","(-4.4, -0.9, -2.8) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,_,_,"(-2.9, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5)",
526,data/screenshots/526_1_0_4_0_50_50_1_0_1.215895_1.404575_1.939447_2.8428_195.6363_14.73148_141.8457_182.2504_0_1_0_0_0_0_0_50_0_0_5.png,1,0,4,0,50,50,1,0,1.215895,1.404575,1.939447,2.8428,195.6363,14.73148,141.8457,182.2504,0,1,0,0,0,0,0,50,0,50,0,0,5,"(-4.9, -0.9, -5.0) (0.0, 0.9, 0.0, 0.3)","(-2.9, -0.9, -3.8) (0.0, 0.2, 0.0, -1.0)","(-3.0, -0.9, -2.5) (0.0, 0.9, 0.0, 0.4)","(-7.0, -0.9, -2.4) (0.0, 0.6, 0.0, 0.8)",_,_,_,_,_,_,_,"(-5.8, -0.9, -3.9) (0.0, -0.4, 0.0, 0.9)",
527,data/screenshots/527_1_0_5_0_50_50_1_0_1.701747_0.8785732_3.38062_3.744541_112.9554_24.18637_8.74411_16.30092_0_1_1_1_0_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.701747,0.8785732,3.38062,3.744541,112.9554,24.18637,8.74411,16.30092,0,1,1,1,0,1,0,50,0,50,0,0,6,"(-7.9, -0.9, -1.3) (0.0, 0.1, 0.0, -1.0)","(-7.3, -0.9, -1.6) (0.0, 0.4, 0.0, 0.9)","(-8.4, -0.9, -0.1) (0.0, 0.8, 0.0, -0.6)","(-5.6, -0.9, -4.7) (0.0, 0.9, 0.0, -0.5)","(-8.3, -0.9, -1.7) (0.0, 0.9, 0.0, 0.4)",_,_,_,_,_,_,"(-6.5, -0.9, -4.9) (0.0, -0.3, 0.0, 0.9)",
528,data/screenshots/528_1_0_8_4_0.9869317_0_1_1_2.768335_0.9869318_0.9869318_0.9869318_246_336_66_0_0_1_0_1_1_1_2_1.622349_0_0_9.png,1,0,8,4,0.9869317,0,1,1,2.768335,0.9869318,0.9869318,0.9869318,246,336,66,0,0,1,0,1,1,1,2,1.622349,0,50,0,0,9,"(-3.0, -0.9, -2.0) (0.0, 1.0, 0.0, 0.0)","(-2.0, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -4.0) (0.0, 0.0, 0.0, 1.0)","(-4.0, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)","(-4.2, -0.9, -1.1) (0.0, 0.7, 0.0, -0.7)","(-8.5, -0.9, -0.5) (0.0, 0.4, 0.0, 0.9)",_,_,"(-5.1, -0.9, -4.4) (0.0, 0.3, 0.0, -0.9)","(-4.2, -0.9, -4.1) (0.0, 1.0, 0.0, 0.2)",_,"(-3.0, -0.9, -3.0) (0.0, 0.8, 0.0, 0.5)",
529,data/screenshots/529_0_1_6_0_50_50_1_0_0_0.9387797_2.146155_2.866441_130.0323_259.3913_300.7578_303.0323_0_0_0_0_0_0_0_50_0_2_7.png,0,1,6,0,50,50,1,0,0,0.9387797,2.146155,2.866441,130.0323,259.3913,300.7578,303.0323,0,0,0,0,0,0,0,50,0,50,2,0,7,"(-4.4, -0.9, -4.5) (0.0, 1.0, 0.0, 0.2)","(-8.4, -0.9, 0.0) (0.0, 1.0, 0.0, -0.1)","(-3.3, -0.9, -3.4) (0.0, 1.0, 0.0, 0.2)","(-6.0, -0.9, -4.8) (0.0, 0.8, 0.0, 0.5)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-7.7, -0.9, -0.6) (0.0, 1.0, 0.0, 0.0)",
530,data/screenshots/530_1_0_7_0_50_50_1_0_1.611742_0.6090363_1.140508_1.20232_317.7957_15.15551_330.7854_301.5535_0_1_1_0_0_0_0_50_0_1_8.png,1,0,7,0,50,50,1,0,1.611742,0.6090363,1.140508,1.20232,317.7957,15.15551,330.7854,301.5535,0,1,1,0,0,0,0,50,0,50,1,0,8,"(-7.1, -0.9, -0.7) (0.0, 1.0, 0.0, 0.2)","(-7.7, -0.9, -0.6) (0.0, 0.4, 0.0, -0.9)","(-4.2, -0.9, -2.5) (0.0, 0.4, 0.0, 0.9)","(-3.0, -0.9, -2.3) (0.0, 0.9, 0.0, 0.4)","(-5.5, -0.9, -4.3) (0.0, 0.0, 0.0, 1.0)","(-7.5, -0.9, -1.5) (0.0, 1.0, 0.0, -0.1)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-8.3, -0.9, -0.7) (0.0, 0.9, 0.0, 0.5)",
531,data/screenshots/531_1_0_4_0_50_50_1_0_2.605422_0.6599821_1.422034_1.715226_23.36485_354.4763_104.0556_142.2782_1_1_0_0_1_0_1_1.715226_0_0_5.png,1,0,4,0,50,50,1,0,2.605422,0.6599821,1.422034,1.715226,23.36485,354.4763,104.0556,142.2782,1,1,0,0,1,0,1,1.715226,0,50,0,0,5,"(-4.4, -0.9, -0.5) (0.0, 0.9, 0.0, 0.4)","(-3.8, -0.9, -3.4) (0.0, 1.0, 0.0, -0.1)","(-3.0, -0.9, -3.7) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,"(-5.6, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0)",_,_,"(-4.1, -0.9, -2.7) (0.0, 0.9, 0.0, 0.4)",
532,data/screenshots/532_1_0_0_0_50_50_1_0_2.930141_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,1,0,0,0,50,50,1,0,2.930141,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-2.9, -0.9, -3.7) (0.0, 0.9, 0.0, -0.5)",
533,data/screenshots/533_1_0_4_0_50_50_1_0_1.162367_0.5289096_0.943159_1.185597_311.1276_113.0979_93.17007_276.0964_0_0_0_0_0_0_2_0.5289096_1_0_6.png,1,0,4,0,50,50,1,0,1.162367,0.5289096,0.943159,1.185597,311.1276,113.0979,93.17007,276.0964,0,0,0,0,0,0,2,0.5289096,1,3.910675,0,0,6,"(-5.6, -0.9, -3.5) (0.0, 0.3, 0.0, -1.0)","(-6.1, -0.9, -3.4) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,"(-5.6, -0.9, -5.0) (0.0, 0.7, 0.0, 0.7)","(-4.0, -0.9, -3.5) (0.0, 1.0, 0.0, 0.3)","(-8.0, -0.9, -1.4) (0.0, 0.6, 0.0, -0.8)","(-5.5, -0.9, -4.4) (0.0, 0.9, 0.0, -0.5)",
534,data/screenshots/534_1_0_5_0_50_50_1_0_2.078854_0.6274911_0.7159994_1.423046_346.1852_200.2046_37.30058_289.2816_1_0_1_0_0_0_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.078854,0.6274911,0.7159994,1.423046,346.1852,200.2046,37.30058,289.2816,1,0,1,0,0,0,0,50,0,50,0,0,6,"(-2.8, -0.9, -2.2) (0.0, 1.0, 0.0, 0.2)","(-3.2, -0.9, -3.4) (0.0, 0.6, 0.0, 0.8)","(-4.2, -0.9, -3.7) (0.0, 1.0, 0.0, -0.3)","(-5.0, -0.9, -4.4) (0.0, 0.6, 0.0, 0.8)","(-6.6, -0.9, -4.7) (0.0, 0.6, 0.0, 0.8)",_,_,_,_,_,_,"(-3.2, -0.9, -2.8) (0.0, 1.0, 0.0, -0.1)",
535,data/screenshots/535_0_1_4_0_50_50_1_0_0_3.294272_3.328066_3.449335_262.1585_223.0938_232.2428_269.5555_0_0_0_0_0_0_2_3.294272_0_0_5.png,0,1,4,0,50,50,1,0,0,3.294272,3.328066,3.449335,262.1585,223.0938,232.2428,269.5555,0,0,0,0,0,0,2,3.294272,0,50,0,0,5,"(-4.4, -0.9, -0.4) (0.0, 0.1, 0.0, 1.0)","(-4.4, -0.9, -2.1) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,_,"(-5.2, -0.9, -4.1) (0.0, 0.4, 0.0, 0.9)","(-4.3, -0.9, -2.6) (0.0, 0.2, 0.0, 1.0)",_,"(-7.7, -0.9, -2.0) (0.0, 0.9, 0.0, -0.4)",
536,data/screenshots/536_1_0_5_0_50_50_1_0_1.610691_0.9275761_1.240008_1.392843_8.051598_312.0696_28.68586_249.6913_1_0_1_0_0_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.610691,0.9275761,1.240008,1.392843,8.051598,312.0696,28.68586,249.6913,1,0,1,0,0,1,0,50,0,50,0,0,6,"(-4.9, -0.9, -4.2) (0.0, 0.9, 0.0, -0.5)","(-2.8, -0.9, -2.4) (0.0, 0.1, 0.0, -1.0)","(-2.9, -0.9, -3.5) (0.0, 0.3, 0.0, 0.9)","(-6.6, -0.9, -3.0) (0.0, 0.7, 0.0, -0.7)","(-2.7, -0.9, -4.1) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,_,"(-3.8, -0.9, -3.2) (0.0, 0.8, 0.0, 0.6)",
537,data/screenshots/537_1_0_9_3_0.5619172_1.823712_0_0_1.741192_1.279647_1.44106_1.627261_174.728_269.0053_135.437_162.6498_0_0_0_0_1_1_2_1.44106_0_2_10.png,1,0,9,3,0.5619172,1.823712,0,0,1.741192,1.279647,1.44106,1.627261,174.728,269.0053,135.437,162.6498,0,0,0,0,1,1,2,1.44106,0,50,2,0,10,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.5, -0.9, -2.8) (0.0, -0.5, 0.0, 0.9)","(-4.5, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)","(-2.9, -0.9, -3.0) (0.0, 0.7, 0.0, -0.7)","(-3.1, -0.9, -3.5) (0.0, 0.8, 0.0, -0.6)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)","(-3.0, -0.9, -4.2) (0.0, 0.5, 0.0, -0.9)","(-4.4, -0.9, -4.8) (0.0, 0.1, 0.0, -1.0)",_,"(-5.4, -0.9, -3.7) (0.0, 0.9, 0.0, -0.4)",
538,data/screenshots/538_1_0_3_3_0.7762094_4.267706_0_1_1.272871_3.23969_3.683079_4.235824_335.7078_7.384163_349.5342_110.285_1_1_1_0_1_0_1_3.23969_0_0_5.png,1,0,3,3,0.7762094,4.267706,0,1,1.272871,3.23969,3.683079,4.235824,335.7078,7.384163,349.5342,110.285,1,1,1,0,1,0,1,3.23969,0,50,0,0,5,"(-3.0, -0.9, -2.2) (0.0, 1.0, 0.0, 0.0)","(-2.3, -0.9, -3.4) (0.0, -0.5, 0.0, 0.9)","(-3.7, -0.9, -3.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,"(-4.1, -0.9, -1.5) (0.0, 0.9, 0.0, 0.3)",_,_,"(-7.2, -0.9, -2.4) (0.0, 0.8, 0.0, 0.7)",
539,data/screenshots/539_0_1_4_0_50_50_0_0_0_0.468243_0.7303441_1.067527_302.4781_57.8811_76.02309_142.763_0_0_0_0_0_0_0_50_1_0_6.png,0,1,4,0,50,50,0,0,0,0.468243,0.7303441,1.067527,302.4781,57.8811,76.02309,142.763,0,0,0,0,0,0,0,50,1,0.8518963,0,0,6,"(-3.0, -0.9, -2.4) (0.0, 0.4, 0.0, 0.9)","(-2.6, -0.9, -3.3) (0.0, 0.9, 0.0, -0.4)","(-2.6, -0.9, -3.7) (0.0, 0.9, 0.0, 0.5)","(-3.0, -0.9, -3.9) (0.0, 0.6, 0.0, 0.8)",_,_,_,_,_,_,"(-2.6, -0.9, -2.2) (0.0, 0.8, 0.0, -0.6)","(-3.2, -0.9, -2.8) (0.0, 0.6, 0.0, 0.8)",
540,data/screenshots/540_0_1_3_0_50_50_0_0_0_0.8984985_1.732319_5.200672_38.66046_106.5532_139.6237_213.9685_1_0_0_0_0_0_0_50_1_0_5.png,0,1,3,0,50,50,0,0,0,0.8984985,1.732319,5.200672,38.66046,106.5532,139.6237,213.9685,1,0,0,0,0,0,0,50,1,1.914642,0,0,5,"(-2.8, -0.9, -3.8) (0.0, 1.0, 0.0, 0.2)","(-7.6, -0.9, -1.3) (0.0, 0.9, 0.0, 0.4)","(-4.4, -0.9, -3.4) (0.0, 0.5, 0.0, -0.9)",_,_,_,_,_,_,_,"(-4.4, -0.9, -3.9) (0.0, 1.0, 0.0, 0.2)","(-2.7, -0.9, -2.9) (0.0, 1.0, 0.0, 0.3)",
541,data/screenshots/541_0_1_5_0_50_50_0_0_0_2.860842_3.441391_3.741921_201.2359_208.8094_229.2697_339.0972_0_0_0_1_0_1_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,2.860842,3.441391,3.741921,201.2359,208.8094,229.2697,339.0972,0,0,0,1,0,1,0,50,0,50,0,0,6,"(-4.3, -0.9, -1.2) (0.0, 0.5, 0.0, -0.9)","(-3.8, -0.9, -1.7) (0.0, 0.2, 0.0, -1.0)","(-4.0, -0.9, -3.9) (0.0, 0.3, 0.0, 1.0)","(-4.0, -0.9, -3.0) (0.0, 0.7, 0.0, -0.7)","(-3.2, -0.9, -2.7) (0.0, 0.3, 0.0, 1.0)",_,_,_,_,_,_,"(-7.1, -0.9, -0.9) (0.0, -0.8, 0.0, 0.6)",
542,data/screenshots/542_1_0_8_0_50_50_0_0_2.442035_2.119705_2.192804_2.227744_289.0838_342.3706_15.45512_142.5861_0_1_1_0_0_0_0_50_0_2_9.png,1,0,8,0,50,50,0,0,2.442035,2.119705,2.192804,2.227744,289.0838,342.3706,15.45512,142.5861,0,1,1,0,0,0,0,50,0,50,2,0,9,"(-4.4, -0.9, -0.5) (0.0, 0.8, 0.0, -0.6)","(-5.0, -0.9, -3.7) (0.0, 1.0, 0.0, 0.0)","(-6.3, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0)","(-2.7, -0.9, -2.5) (0.0, 0.3, 0.0, -1.0)","(-5.9, -0.9, -3.2) (0.0, 1.0, 0.0, 0.0)","(-5.7, -0.9, -4.6) (0.0, 0.4, 0.0, -0.9)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-7.3, -0.9, -1.5) (0.0, 0.9, 0.0, 0.5)",
